,location,total_sqft,bath,price,bhk
6689,Thanisandra,1697.0,3.0,115.0,3
6690,Thanisandra,1380.0,1.0,62.1,1
6691,Thanisandra,923.0,1.0,60.84,1
6693,Thanisandra,923.0,1.0,45.69,1
6695,Thanisandra,3216.0,4.0,226.0,4
6698,Thanisandra,1874.0,4.0,130.0,3
6699,Thanisandra,1698.0,3.0,102.0,3
6700,Thanisandra,1411.0,3.0,93.04,3
6701,Thanisandra,1996.0,3.0,135.0,3
6702,Thanisandra,1801.0,3.0,115.0,3
6703,Thanisandra,1265.0,2.0,82.0,2
6705,Thanisandra,1917.0,4.0,113.0,3
6706,Thanisandra,662.0,1.0,42.0,1
6708,Thanisandra,1948.0,3.0,130.0,3
6710,Thanisandra,965.0,2.0,67.0,2
6711,Thanisandra,1098.0,2.0,74.0,2
6713,Thanisandra,1564.0,3.0,104.0,3
6719,Thanisandra,2127.0,3.0,135.0,3
6720,Thanisandra,1276.0,2.0,75.0,2
6721,Thanisandra,693.0,1.0,34.3,1
6722,Thanisandra,2259.0,5.0,135.0,4
6723,Thanisandra,1265.0,2.0,78.0,2
6725,Thanisandra,934.0,2.0,55.0,2
6726,Thanisandra,1056.0,2.0,68.0,2
6727,Thanisandra,1595.0,3.0,110.0,3
6728,Thanisandra,1411.0,3.0,93.15,3
6730,Thanisandra,1093.0,2.0,68.1,2
6732,Thanisandra,1093.0,2.0,72.0,2
6734,Thanisandra,1698.0,3.0,107.0,3
6735,Thanisandra,1564.0,3.0,105.0,3
6736,Thanisandra,1265.0,2.0,83.0,2
6738,Thanisandra,1546.0,3.0,95.0,3
6739,Thanisandra,1697.0,3.0,110.0,3
6740,Thanisandra,1492.0,3.0,88.0,3
6741,Thanisandra,2072.0,3.0,122.0,3
6742,Thanisandra,1880.0,3.0,120.0,3
6743,Thanisandra,760.0,1.0,50.0,1
6745,Thanisandra,1800.0,4.0,125.0,3
6746,Thanisandra,933.0,2.0,58.0,1
6747,Thanisandra,1917.0,3.0,110.0,3
6748,Thanisandra,1996.0,4.0,123.0,3
6749,Thanisandra,1183.0,2.0,77.25,2
6750,Thanisandra,1491.0,3.0,88.0,3
6752,Thanisandra,662.0,1.0,29.0,1
6754,Thanisandra,1564.0,3.0,100.0,3
6755,Thanisandra,663.0,1.0,46.1,1
6756,Thanisandra,662.0,1.0,45.0,1
6757,Thanisandra,1573.0,3.0,98.0,3
6758,Thanisandra,1262.0,2.0,83.0,3
6759,Thanisandra,1056.0,2.0,65.0,2
6760,Thanisandra,1702.0,3.0,115.0,3
6762,Thanisandra,1935.0,4.0,122.0,3
6763,Thanisandra,933.0,2.0,55.0,2
6764,Thanisandra,1183.0,2.0,77.3,2
6765,Thanisandra,662.0,1.0,38.0,1
6767,Thanisandra,1595.0,3.0,105.0,3
6769,Thanisandra,580.0,1.0,27.5,1
6770,Thanisandra,2087.0,4.0,139.0,3
6772,Thanisandra,1098.0,2.0,71.0,2
6773,Thanisandra,1411.0,3.0,93.25,3
6776,Thanisandra,1732.0,3.0,112.0,3
6777,Thanisandra,933.0,1.0,61.0,1
6778,Thanisandra,1702.0,3.0,107.0,3
6779,Thanisandra,2030.0,4.0,125.0,3
6781,Thanisandra,663.0,1.0,46.0,1
6782,Thanisandra,1948.0,4.0,129.0,4
6783,Thanisandra,1573.0,3.0,90.0,3
6784,Thanisandra,1056.0,2.0,70.0,2
6785,Thanisandra,1595.0,3.0,96.0,3
6788,Thanisandra,1245.0,2.0,83.05,2
6789,Thanisandra,2695.0,4.0,188.0,4
6790,Thanisandra,1261.0,2.0,80.0,3
6791,Thanisandra,1884.0,4.0,117.0,3
6793,Thanisandra,1930.0,4.0,122.0,3
6795,Thanisandra,1930.0,4.0,120.0,3
6796,Thanisandra,760.0,1.0,50.4,1
6797,Thanisandra,663.0,1.0,32.82,1
6798,Thanisandra,1801.0,3.0,115.0,3
6799,Thanisandra,1806.0,6.0,116.0,3
6800,Thanisandra,3671.0,4.0,220.0,4
6802,Thanisandra,1305.0,2.0,90.0,2
6803,Thanisandra,1965.0,4.0,125.0,3
6805,Thanisandra,1573.0,3.0,100.0,3
6808,Thanisandra,1917.0,4.0,130.0,4
6810,Thigalarapalya,3122.0,6.0,230.0,4
6812,Thigalarapalya,1297.0,2.0,103.0,2
6813,Thigalarapalya,1418.0,2.0,95.0,2
6814,Thigalarapalya,3122.0,6.0,235.0,4
6815,Thigalarapalya,3122.0,6.0,245.0,4
6817,Thigalarapalya,1418.0,2.0,103.0,2
6818,Thigalarapalya,1418.0,2.0,101.0,2
6819,Thigalarapalya,1418.0,2.0,104.0,2
6821,Thigalarapalya,3122.0,5.0,225.0,4
6822,Thigalarapalya,2912.0,6.0,210.0,4
6823,Thigalarapalya,1418.0,2.0,103.0,2
6824,Thigalarapalya,2072.0,4.0,159.0,3
6826,Thigalarapalya,1418.0,2.0,106.0,2
6828,Thigalarapalya,1418.0,2.0,104.0,2
6829,Thigalarapalya,3122.0,6.0,237.0,4
6830,Thigalarapalya,1418.0,2.0,105.0,2
6831,Thigalarapalya,1418.0,2.0,104.0,2
6834,Thigalarapalya,1418.0,2.0,106.0,2
6835,Thigalarapalya,2072.0,4.0,155.0,3
6836,Thigalarapalya,1830.0,4.0,135.0,3
6837,Thigalarapalya,1418.0,2.0,105.0,2
6838,Thigalarapalya,2072.0,4.0,160.0,3
6842,Thigalarapalya,2072.0,4.0,160.0,3
6843,Thigalarapalya,2072.0,4.0,155.0,3
6844,Thigalarapalya,3122.0,6.0,235.0,4
6845,Thigalarapalya,2072.0,4.0,153.0,3
6847,Thigalarapalya,2072.0,4.0,157.0,3
6848,Thigalarapalya,1418.0,2.0,105.0,2
6849,Thigalarapalya,3362.0,5.0,249.0,4
6850,Thigalarapalya,3122.0,6.0,245.0,4
6853,Thigalarapalya,4190.0,4.0,325.0,4
6857,Thigalarapalya,1400.0,2.0,105.0,2
6859,Thigalarapalya,1297.0,2.0,98.0,2
6861,Thubarahalli,3800.0,4.0,239.0,4
6862,Thubarahalli,1200.0,2.0,78.0,2
6863,Thubarahalli,1128.0,2.0,75.0,2
6864,Thubarahalli,1185.0,2.0,65.0,2
6865,Thubarahalli,975.0,2.0,55.0,2
6866,Thubarahalli,1330.0,2.0,75.0,2
6867,Thubarahalli,1085.0,2.0,70.0,2
6868,Thubarahalli,1216.0,2.0,80.0,2
6869,Thubarahalli,1200.0,2.0,79.0,2
6870,Thubarahalli,1200.0,2.0,80.0,2
6871,Thubarahalli,1200.0,2.0,79.55,2
6873,Thubarahalli,2625.0,3.0,175.0,3
6874,Thubarahalli,975.0,2.0,50.0,2
6876,Thubarahalli,1584.0,3.0,101.0,3
6877,Thyagaraja Nagar,800.0,1.0,100.0,1
6878,Thyagaraja Nagar,2000.0,4.0,145.0,5
6879,Thyagaraja Nagar,1270.0,2.0,95.25,3
6880,Thyagaraja Nagar,1040.0,2.0,68.0,2
6881,Tindlu,1500.0,2.0,87.0,3
6882,Tindlu,7500.0,7.0,400.0,7
6883,Tindlu,1357.0,2.0,65.0,3
6884,Tindlu,1500.0,3.0,87.0,3
6885,Tindlu,1370.07,3.0,65.0,3
6886,Tindlu,1165.0,2.0,59.8,2
6887,Tindlu,1050.0,2.0,55.0,2
6888,Tindlu,1100.0,2.0,55.0,2
6889,Tumkur Road,1500.0,3.0,95.0,3
6890,Tumkur Road,1779.0,3.0,112.0,3
6891,Tumkur Road,1586.0,3.0,100.0,3
6892,Tumkur Road,1098.0,2.0,72.0,2
6893,Tumkur Road,1354.0,3.0,90.0,3
6894,Tumkur Road,1240.0,2.0,84.0,3
6895,Tumkur Road,1239.0,2.0,82.0,2
6896,Tumkur Road,1246.0,2.0,82.0,2
6897,Tumkur Road,1500.0,3.0,100.0,3
6899,Tumkur Road,1416.0,3.0,94.0,3
6900,Tumkur Road,1027.0,2.0,60.0,2
6901,Tumkur Road,1027.0,2.0,68.62,2
6902,Tumkur Road,1459.0,2.0,95.0,3
6903,Tumkur Road,992.0,2.0,60.0,2
6904,Tumkur Road,1066.0,2.0,52.5,2
6905,Tumkur Road,708.0,2.0,32.0,2
6906,Tumkur Road,1240.0,2.0,79.0,3
6907,Tumkur Road,1441.0,2.0,95.0,3
6908,Tumkur Road,1240.0,2.0,83.0,3
6909,Tumkur Road,1027.0,2.0,67.0,2
6911,Tumkur Road,992.0,2.0,70.0,2
6912,Tumkur Road,1354.0,3.0,85.86,3
6913,Ulsoor,2135.0,3.0,215.0,3
6914,Ulsoor,1275.0,2.0,120.0,2
6915,Ulsoor,1020.0,3.0,110.0,3
6916,Ulsoor,1200.0,2.0,60.0,2
6917,Ulsoor,1180.0,2.0,100.0,2
6918,Ulsoor,1340.0,3.0,90.0,3
6919,Ulsoor,1500.0,2.0,125.0,3
6920,Ulsoor,2000.0,3.0,185.0,3
6921,Ulsoor,1255.0,2.0,120.0,2
6922,Ulsoor,1685.0,4.0,185.0,3
6924,Ulsoor,2135.0,3.0,170.0,3
6925,Ulsoor,1160.0,2.0,130.0,2
6926,Uttarahalli,1440.0,2.0,62.0,3
6927,Uttarahalli,1143.0,2.0,45.0,2
6928,Uttarahalli,1020.0,2.0,45.0,2
6929,Uttarahalli,1286.0,2.0,63.0,2
6930,Uttarahalli,1101.0,2.0,45.0,2
6931,Uttarahalli,1345.0,2.0,67.0,2
6934,Uttarahalli,1175.0,2.0,47.0,2
6935,Uttarahalli,1390.0,2.0,62.55,3
6936,Uttarahalli,1330.0,2.0,56.0,3
6937,Uttarahalli,1008.0,2.0,45.0,2
6938,Uttarahalli,1390.0,2.0,60.47,3
6939,Uttarahalli,1617.0,3.0,66.68,3
6940,Uttarahalli,1150.0,2.0,49.0,2
6941,Uttarahalli,1330.0,2.0,56.0,3
6942,Uttarahalli,1200.0,2.0,44.0,2
6945,Uttarahalli,882.0,2.0,30.0,2
6946,Uttarahalli,993.0,2.0,39.71,2
6947,Uttarahalli,1045.0,2.0,45.0,2
6948,Uttarahalli,850.0,2.0,37.93,2
6950,Uttarahalli,3600.0,6.0,120.0,6
6951,Uttarahalli,1788.0,3.0,98.34,3
6952,Uttarahalli,1345.0,2.0,57.0,3
6953,Uttarahalli,1089.0,2.0,43.55,2
6955,Uttarahalli,1279.0,2.0,48.0,2
6957,Uttarahalli,1425.0,2.0,64.0,3
6958,Uttarahalli,1155.0,2.0,40.42,2
6959,Uttarahalli,1050.0,2.0,42.0,2
6960,Uttarahalli,1300.0,2.0,55.0,3
6961,Uttarahalli,1250.0,2.0,55.0,3
6962,Uttarahalli,1700.0,3.0,88.0,3
6963,Uttarahalli,1200.0,3.0,50.0,3
6964,Uttarahalli,1085.0,2.0,43.0,2
6966,Uttarahalli,1175.0,2.0,47.0,2
6967,Uttarahalli,1689.28,3.0,91.2,3
6968,Uttarahalli,1175.0,2.0,47.0,2
6969,Uttarahalli,1137.0,2.0,63.0,2
6970,Uttarahalli,1215.0,2.0,52.85,3
6972,Uttarahalli,1325.0,2.0,53.0,2
6973,Uttarahalli,1300.0,2.0,60.0,3
6974,Uttarahalli,850.0,2.0,35.0,2
6975,Uttarahalli,1627.86,3.0,88.0,3
6977,Uttarahalli,1360.0,2.0,61.2,3
6978,Uttarahalli,661.0,1.0,36.0,1
6979,Uttarahalli,1134.0,2.0,45.36,2
6981,Uttarahalli,1320.0,2.0,55.44,3
6982,Uttarahalli,1390.0,2.0,61.16,3
6983,Uttarahalli,1090.0,2.0,45.0,2
6984,Uttarahalli,1050.0,2.0,42.0,2
6985,Uttarahalli,1123.0,2.0,48.0,2
6986,Uttarahalli,1329.0,2.0,56.0,3
6987,Uttarahalli,938.0,2.0,35.0,2
6990,Uttarahalli,1100.0,1.0,45.0,2
6991,Uttarahalli,1125.0,2.0,47.0,2
6993,Uttarahalli,1685.0,3.0,85.0,3
6994,Uttarahalli,1390.0,2.0,62.55,3
6996,Uttarahalli,1180.0,2.0,41.3,2
6997,Uttarahalli,1380.0,2.0,42.0,2
6998,Uttarahalli,1737.0,2.0,95.0,3
7000,Uttarahalli,1160.0,2.0,45.0,2
7001,Uttarahalli,1280.0,2.0,60.0,3
7003,Uttarahalli,1190.0,2.0,53.55,2
7004,Uttarahalli,1330.0,2.0,57.0,3
7005,Uttarahalli,1560.0,3.0,74.0,3
7007,Uttarahalli,1125.0,2.0,48.0,2
7008,Uttarahalli,1320.0,2.0,55.44,3
7010,Uttarahalli,1160.0,2.0,40.6,2
7013,Uttarahalli,1065.0,2.0,42.59,2
7014,Uttarahalli,1075.0,2.0,46.76,2
7015,Uttarahalli,1155.0,2.0,40.6,2
7018,Uttarahalli,1215.0,2.0,52.85,3
7020,Uttarahalli,1180.0,2.0,41.3,2
7023,Uttarahalli,1002.0,2.0,40.08,2
7024,Uttarahalli,1002.0,2.0,40.08,2
7025,Uttarahalli,1075.0,2.0,40.0,2
7027,Uttarahalli,1155.0,2.0,40.43,2
7029,Uttarahalli,1025.0,2.0,35.88,2
7030,Uttarahalli,1125.0,2.0,47.65,2
7031,Uttarahalli,1300.0,2.0,55.0,2
7032,Uttarahalli,1025.0,2.0,35.88,2
7033,Uttarahalli,980.0,2.0,45.0,2
7034,Uttarahalli,1125.0,2.0,47.0,2
7039,Uttarahalli,1175.0,2.0,47.0,2
7042,Uttarahalli,1525.0,2.0,62.82,3
7043,Uttarahalli,1265.0,2.0,65.0,3
7046,Uttarahalli,1213.0,2.0,48.0,2
7048,Uttarahalli,900.0,2.0,35.0,2
7049,Uttarahalli,1065.0,2.0,42.6,2
7052,Uttarahalli,1125.0,2.0,47.0,2
7053,Uttarahalli,1270.0,2.0,55.25,3
7054,Uttarahalli,1270.0,2.0,55.25,3
7055,Uttarahalli,1107.0,2.0,45.0,2
7056,Uttarahalli,1200.0,2.0,55.0,2
7058,Uttarahalli,1460.0,3.0,76.0,3
7059,Uttarahalli,1500.0,3.0,68.0,3
7060,Uttarahalli,1120.0,2.0,50.0,2
7061,Uttarahalli,1150.0,2.0,46.0,2
7062,Uttarahalli,1330.0,2.0,58.0,3
7064,Uttarahalli,1050.0,2.0,42.0,2
7065,Uttarahalli,1125.0,2.0,48.0,2
7067,Uttarahalli,1345.0,2.0,57.0,3
7068,Uttarahalli,1345.0,2.0,57.0,3
7070,Uttarahalli,1000.0,2.0,52.0,2
7071,Uttarahalli,1037.0,2.0,36.0,2
7073,Uttarahalli,1000.0,2.0,39.5,2
7074,Uttarahalli,1125.0,1.0,45.0,2
7076,Uttarahalli,1160.0,2.0,40.58,2
7077,Uttarahalli,1123.0,2.0,60.0,2
7079,Uttarahalli,1000.0,2.0,35.0,2
7080,Uttarahalli,1330.0,2.0,57.0,3
7081,Uttarahalli,1125.0,2.0,47.0,2
7082,Uttarahalli,1165.0,1.0,42.09,2
7083,Uttarahalli,1260.0,2.0,55.0,2
7084,Uttarahalli,1284.0,2.0,53.36,2
7085,Uttarahalli,1150.0,2.0,45.99,2
7087,Uttarahalli,1290.0,2.0,56.12,3
7088,Uttarahalli,1328.0,2.0,56.0,3
7089,Uttarahalli,1040.0,2.0,36.4,2
7090,Uttarahalli,1290.0,2.0,56.12,3
7092,Uttarahalli,1075.0,2.0,46.76,2
7093,Uttarahalli,1345.0,2.0,57.0,3
7094,Varthur,1160.0,2.0,44.0,2
7095,Varthur,1385.0,2.0,80.0,2
7097,Varthur,1024.0,2.0,42.0,2
7098,Varthur,1125.0,2.0,40.0,2
7099,Varthur,1112.0,2.0,40.0,2
7100,Varthur,1055.0,2.0,45.35,2
7101,Varthur,1280.0,2.0,65.0,2
7102,Varthur,977.0,2.0,36.0,2
7103,Varthur,1250.0,3.0,71.0,3
7104,Varthur,1200.0,3.0,67.75,3
7105,Varthur,1111.0,2.0,41.88,2
7106,Varthur,1140.0,2.0,55.5,2
7107,Varthur,1012.0,2.0,59.0,2
7108,Varthur,1140.0,2.0,39.9,2
7109,Varthur,1090.0,2.0,48.0,2
7110,Varthur,1450.0,3.0,71.0,3
7111,Varthur,1210.0,2.0,60.0,2
7112,Varthur,1070.0,2.0,46.0,2
7113,Varthur,1360.0,2.0,85.0,3
7114,Varthur,965.0,2.0,34.0,2
7115,Varthur,1120.0,2.0,44.24,2
7116,Varthur,1395.0,2.0,79.0,3
7117,Varthur,1085.0,2.0,45.0,2
7118,Varthur,1250.0,2.0,47.0,2
7119,Varthur,1200.0,3.0,68.38,3
7121,Varthur,1155.0,2.0,60.0,2
7122,Varthur,1035.0,2.0,60.0,2
7123,Varthur,1155.0,2.0,39.0,2
7124,Varthur,1180.0,2.0,55.0,2
7126,Varthur,1738.0,2.0,57.35,2
7127,Varthur,1045.0,2.0,40.65,2
7128,Varthur,1155.0,2.0,39.0,2
7130,Varthur,1210.0,2.0,64.15,2
7132,Varthur,1105.0,2.0,38.0,2
7133,Varthur,1560.0,3.0,90.0,3
7134,Varthur,1760.0,2.0,85.0,2
7135,Varthur,1210.0,2.0,54.0,2
7136,Varthur,1112.0,2.0,40.0,2
7138,Varthur,1000.0,1.0,65.0,2
7140,Varthur Road,2760.0,4.0,155.0,4
7141,Varthur Road,900.0,2.0,27.0,2
7142,Varthur Road,1277.0,2.0,59.0,2
7143,Varthur Road,1247.0,2.0,58.0,3
7144,Varthur Road,1050.0,2.0,42.7,2
7145,Varthur Road,1255.0,2.0,52.76,2
7147,Varthur Road,1033.0,2.0,32.0,2
7148,Varthur Road,1140.0,2.0,49.11,2
7149,Varthur Road,850.0,2.0,25.4,2
7150,Vasanthapura,1022.0,2.0,40.0,2
7151,Vasanthapura,1135.0,2.0,39.73,2
7152,Vasanthapura,995.0,2.0,34.82,2
7153,Vasanthapura,995.0,2.0,34.82,2
7154,Vasanthapura,1037.0,2.0,36.28,2
7155,Vasanthapura,978.0,2.0,34.22,2
7156,Vasanthapura,1037.0,2.0,36.28,2
7157,Vidyaranyapura,1440.0,2.0,95.0,2
7158,Vidyaranyapura,1062.0,2.0,38.0,2
7159,Vidyaranyapura,1200.0,2.0,55.0,2
7160,Vidyaranyapura,1200.0,4.0,90.0,4
7162,Vidyaranyapura,1060.0,2.0,55.0,2
7163,Vidyaranyapura,1100.0,2.0,54.0,2
7164,Vidyaranyapura,1440.0,2.0,70.0,3
7165,Vidyaranyapura,1100.0,2.0,54.0,2
7166,Vidyaranyapura,1000.0,2.0,35.0,2
7168,Vidyaranyapura,1120.0,2.0,70.0,2
7169,Vidyaranyapura,945.0,2.0,40.0,2
7170,Vidyaranyapura,1100.0,2.0,54.0,2
7171,Vidyaranyapura,1200.0,2.0,65.0,3
7172,Vidyaranyapura,1200.0,2.0,52.0,2
7173,Vidyaranyapura,1050.0,2.0,50.0,2
7174,Vidyaranyapura,1188.0,2.0,50.0,2
7175,Vidyaranyapura,1100.0,2.0,75.0,3
7176,Vidyaranyapura,1100.0,2.0,72.0,3
7177,Vidyaranyapura,2400.0,5.0,135.0,4
7178,Vidyaranyapura,1100.0,2.0,41.0,2
7179,Vidyaranyapura,1200.0,2.0,60.5,2
7180,Vidyaranyapura,1200.0,2.0,42.0,2
7181,Vijayanagar,1704.0,3.0,110.0,3
7182,Vijayanagar,1933.0,3.0,129.0,3
7184,Vijayanagar,1450.0,3.0,100.0,3
7185,Vijayanagar,1580.0,2.0,134.0,3
7186,Vijayanagar,1826.0,3.0,121.0,3
7187,Vijayanagar,1739.0,3.0,116.0,3
7188,Vijayanagar,1490.0,3.0,100.0,3
7189,Vijayanagar,1180.0,2.0,65.0,2
7190,Vijayanagar,606.0,1.0,34.78,1
7191,Vijayanagar,1352.0,2.0,68.0,2
7192,Vijayanagar,1527.0,3.0,115.0,3
7193,Vijayanagar,989.0,2.0,60.0,2
7194,Vijayanagar,1520.0,2.0,103.0,3
7195,Vijayanagar,1749.0,3.0,117.0,3
7196,Vijayanagar,1046.0,2.0,75.0,2
7197,Vijayanagar,606.0,1.0,40.0,1
7198,Vijayanagar,1200.0,2.0,62.0,2
7201,Vijayanagar,1760.0,3.0,140.0,3
7202,Vijayanagar,2047.0,3.0,136.0,3
7203,Vijayanagar,1200.0,2.0,75.0,3
7204,Vijayanagar,1178.0,2.0,82.0,2
7205,Vijayanagar,864.0,2.0,45.0,2
7206,Vijayanagar,2100.0,6.0,252.0,4
7207,Vijayanagar,920.0,2.0,60.0,2
7208,Vijayanagar,1019.0,2.0,58.0,2
7209,Vijayanagar,2400.0,6.0,125.0,5
7210,Vijayanagar,1180.0,2.0,86.0,2
7211,Vijayanagar,1046.0,2.0,49.06,2
7212,Vijayanagar,2400.0,2.0,230.0,1
7213,Vijayanagar,492.0,1.0,40.0,1
7215,Vishveshwarya Layout,750.0,1.0,30.0,1
7216,Vishveshwarya Layout,2000.0,4.0,75.0,4
7217,Vishveshwarya Layout,2100.0,6.0,92.0,6
7218,Vishveshwarya Layout,2000.0,3.0,90.0,4
7219,Vishwapriya Layout,820.0,2.0,30.0,2
7220,Vishwapriya Layout,770.0,2.0,30.0,2
7221,Vishwapriya Layout,910.0,2.0,36.0,2
7222,Vishwapriya Layout,890.0,2.0,37.0,2
7223,Vittasandra,1404.0,2.0,71.0,2
7224,Vittasandra,1246.0,2.0,67.0,2
7225,Vittasandra,1404.0,2.0,69.3,2
7226,Vittasandra,1246.0,2.0,67.3,2
7227,Vittasandra,1246.0,2.0,64.5,2
7228,Vittasandra,1246.0,2.0,64.5,2
7229,Vittasandra,1246.0,2.0,68.0,2
7231,Vittasandra,1238.0,2.0,67.0,2
7232,Vittasandra,1404.0,2.0,75.0,2
7233,Vittasandra,1246.0,2.0,65.0,2
7234,Vittasandra,1238.0,2.0,67.0,2
7235,Vittasandra,1246.0,2.0,67.4,2
7236,Vittasandra,1259.0,2.0,67.4,2
7237,Vittasandra,1404.0,2.0,68.8,2
7238,Vittasandra,1246.0,2.0,62.3,2
7239,Vittasandra,1246.0,2.0,63.0,2
7240,Vittasandra,1246.0,2.0,67.4,2
7241,Vittasandra,1246.0,2.0,65.4,2
7243,Vittasandra,1238.0,2.0,67.32,2
7244,Vittasandra,1246.0,2.0,67.4,2
7246,Vittasandra,1246.0,2.0,67.3,2
7247,Vittasandra,1404.0,2.0,70.0,2
7248,Vittasandra,1259.0,2.0,67.48,2
7249,Vittasandra,1404.0,2.0,75.0,2
7251,Vittasandra,1246.0,2.0,67.0,2
7254,Vittasandra,1404.0,2.0,72.0,2
7255,Vittasandra,1246.0,2.0,67.5,2
7256,Vittasandra,1246.0,2.0,67.5,2
7257,Vittasandra,1404.0,2.0,70.0,2
7258,Vittasandra,1246.0,2.0,65.0,2
7259,Vittasandra,1246.0,2.0,67.4,2
7263,Whitefield,1610.0,3.0,81.0,3
7264,Whitefield,1459.0,2.0,94.82,2
7271,Whitefield,1910.0,3.0,161.0,3
7272,Whitefield,3252.0,4.0,230.0,4
7273,Whitefield,11890.0,4.0,700.0,4
7277,Whitefield,1768.0,3.0,101.0,3
7279,Whitefield,4144.0,4.0,315.0,4
7280,Whitefield,4104.0,4.0,360.0,4
7281,Whitefield,1790.0,3.0,100.0,3
7282,Whitefield,1720.0,3.0,100.0,3
7284,Whitefield,1640.0,4.0,91.0,3
7287,Whitefield,2280.0,4.0,126.0,3
7291,Whitefield,1897.0,3.0,130.0,3
7292,Whitefield,2225.0,2.0,125.0,3
7295,Whitefield,2268.0,3.0,163.0,4
7298,Whitefield,2400.0,4.0,200.0,4
7300,Whitefield,1360.0,2.0,95.0,2
7302,Whitefield,1697.0,3.0,94.79,3
7303,Whitefield,5000.0,4.0,400.0,4
7304,Whitefield,3000.0,5.0,250.0,4
7305,Whitefield,1700.0,3.0,115.0,3
7308,Whitefield,2842.0,3.0,162.0,3
7312,Whitefield,1500.0,3.0,130.0,3
7315,Whitefield,1405.0,2.0,78.0,3
7316,Whitefield,2225.0,3.0,115.0,3
7317,Whitefield,1272.0,2.0,95.05,2
7324,Whitefield,1626.0,3.0,89.0,3
7325,Whitefield,1585.0,3.0,88.0,3
7327,Whitefield,1280.0,2.0,85.0,2
7328,Whitefield,1200.0,3.0,68.5,3
7329,Whitefield,4000.0,4.0,330.0,4
7330,Whitefield,1420.0,2.0,136.0,2
7331,Whitefield,1697.0,3.0,108.0,3
7333,Whitefield,3606.0,4.0,312.0,4
7335,Whitefield,950.0,1.0,50.0,1
7336,Whitefield,3584.0,4.0,199.0,4
7337,Whitefield,825.0,1.0,45.0,1
7340,Whitefield,1635.0,2.0,85.0,3
7341,Whitefield,1216.0,2.0,79.0,2
7346,Whitefield,1554.4581916360287,5.0,145.5,4
7347,Whitefield,920.0,2.0,63.0,2
7350,Whitefield,1118.0,2.0,75.0,2
7351,Whitefield,1800.0,3.0,110.0,3
7352,Whitefield,1562.0,3.0,103.0,3
7355,Whitefield,2321.0,4.0,128.0,3
7356,Whitefield,1320.0,2.0,95.0,2
7359,Whitefield,3010.0,3.0,200.0,3
7360,Whitefield,1346.0,2.0,96.17,2
7361,Whitefield,3850.0,5.0,316.0,3
7365,Whitefield,2500.0,4.0,155.0,4
7366,Whitefield,905.0,1.0,55.0,1
7368,Whitefield,2268.0,3.0,146.0,4
7371,Whitefield,3537.0,5.0,210.0,4
7373,Whitefield,1697.0,3.0,115.0,3
7377,Whitefield,3250.0,5.0,290.0,5
7382,Whitefield,3227.0,5.0,250.0,5
7383,Whitefield,1545.0,3.0,79.0,3
7386,Whitefield,3262.0,4.0,260.0,4
7388,Whitefield,1132.0,2.0,79.28,2
7391,Whitefield,2830.0,5.0,160.0,4
7394,Whitefield,3480.0,4.0,284.0,3
7396,Whitefield,3004.0,4.0,285.0,4
7400,Whitefield,750.0,2.0,52.7,2
7401,Whitefield,1200.0,3.0,61.96,3
7407,Whitefield,3445.0,5.0,270.0,4
7408,Whitefield,1700.0,3.0,140.0,3
7409,Whitefield,4827.0,4.0,400.0,4
7412,Whitefield,3252.0,4.0,280.0,4
7414,Whitefield,1150.0,2.0,90.0,2
7415,Whitefield,2400.0,4.0,147.0,4
7417,Whitefield,624.0,1.0,35.0,1
7420,Whitefield,1700.0,3.0,95.0,3
7421,Whitefield,4960.0,4.0,400.0,4
7422,Whitefield,2928.0,4.0,198.0,4
7424,Whitefield,2700.0,5.0,175.0,3
7425,Whitefield,1216.0,2.0,84.0,2
7426,Whitefield,2882.0,5.0,204.0,4
7427,Whitefield,1840.0,3.0,140.0,3
7428,Whitefield,1778.0,3.0,122.0,3
7430,Whitefield,650.0,1.0,25.0,1
7431,Whitefield,2155.0,3.0,125.0,4
7436,Whitefield,1216.0,2.0,75.0,2
7443,Whitefield,1745.0,3.0,100.0,3
7444,Whitefield,3200.0,4.0,224.0,4
7446,Whitefield,825.0,1.0,44.9,1
7450,Whitefield,1870.0,3.0,138.0,3
7453,Whitefield,1862.0,3.0,125.0,3
7454,Whitefield,1655.0,3.0,113.0,3
7455,Whitefield,530.0,1.0,29.44,1
7457,Whitefield,905.0,1.0,50.0,1
7458,Whitefield,1600.0,3.0,82.0,3
7459,Whitefield,1230.0,4.0,80.0,4
7461,Whitefield,905.0,1.0,52.0,1
7465,Whitefield,1216.0,2.0,83.0,2
7471,Whitefield,1216.0,2.0,75.0,2
7472,Whitefield,4000.0,4.0,380.0,4
7481,Whitefield,750.0,1.0,51.0,1
7483,Whitefield,1173.0,2.0,77.0,2
7484,Whitefield,1200.0,3.0,68.4,3
7488,Whitefield,3425.0,5.0,250.0,4
7492,Whitefield,2173.0,3.0,128.0,3
7494,Whitefield,905.0,1.0,62.0,1
7495,Whitefield,1870.0,3.0,138.0,3
7496,Whitefield,1320.0,2.0,99.26,2
7497,Whitefield,2901.0,4.0,190.0,3
7498,Whitefield,1485.0,2.0,96.51,2
7499,Whitefield,1755.0,3.0,101.0,3
7501,Whitefield,2225.0,3.0,149.0,3
7502,Whitefield,1250.0,2.0,82.0,2
7503,Whitefield,605.0,1.0,40.0,1
7506,Whitefield,2210.0,3.0,156.0,3
